,id_ruta,id_avion,id_origen,id_destino,tiempo_salida,duracion
146,146,530,1840,6255,1581384401,10110
147,147,559,26636,3878,1581341201,11550
148,148,702,4979,5294,1581974801,5130
149,149,833,26463,3396,1582684001,9570
150,150,240,4636,4366,1582230401,5190
151,151,70,3913,2570,1581402401,12330
152,152,549,3543,331433,1582248401,9960
153,153,173,3631,2223,1582522001,7230
154,154,192,4366,3263,1581737201,6810
155,155,132,3435,2225,1582453601,12810
156,156,389,5433,3667,1581550001,4560
157,157,241,3913,26444,1582554401,11940
158,158,896,5239,5687,1582050401,6300
159,159,640,2421,3531,1581478001,13950
160,160,896,4020,5576,1581391601,7710
161,161,760,3631,6193,1582295201,11790
162,162,163,3766,3080,1582208801,12510
163,163,810,6104,5235,1581668801,3600
164,164,397,4553,4732,1582442801,10050
165,165,218,3405,5576,1581884801,7590
166,166,157,2563,3925,1581442001,9570
167,167,90,26618,5882,1581830801,13620
168,168,279,3864,3497,1582414001,14040
169,169,196,2622,2541,1582050401,5700
170,170,102,4820,3499,1582061201,7050
171,171,158,4342,27242,1582648001,11700
172,172,263,6431,4951,1581488801,12900
173,173,121,27217,27223,1581650801,14190
174,174,172,3715,2419,1582388801,6390
175,175,299,3531,1941,1582334801,12900
176,176,220,27197,3858,1581445601,5040
177,177,92,3483,2622,1581391601,4590
178,178,951,6255,2609,1581398801,7320
179,179,670,27242,27225,1581305201,6690
180,180,375,2894,3406,1582370801,12660
181,181,860,2493,3795,1581593201,7440
182,182,435,5867,3483,1581733601,11400
183,183,965,1928,3206,1582342001,7560
184,184,676,2210,308633,1582320401,11160
185,185,9,3483,3766,1581931601,8820
186,186,774,4411,5302,1581391601,8250
187,187,927,5544,3391,1582104401,6240
188,188,360,4411,35046,1582198001,9660
189,189,429,3700,6476,1581575201,6300
190,190,134,4617,3744,1582496801,12060
191,191,176,3892,1717,1581917201,12450
192,192,763,3417,4370,1581319601,6330
193,193,367,27236,3972,1582054001,4200
194,194,17,26618,6384,1582655201,4770
195,195,937,2247,2669,1581247601,4200
196,196,686,26411,4342,1581460001,9630
197,197,833,3924,3183,1581935201,11820
198,198,361,331433,4038,1581290801,11460
199,199,917,5112,5453,1582666001,10260
200,200,310,3878,4189,1581650801,13620
201,201,36,5906,4293,1581474401,9810
202,202,189,299738,26392,1581272801,6210
203,203,762,3552,3619,1581974801,5820
204,204,712,3751,5510,1581604001,9000
205,205,68,4762,2459,1581578801,13290
206,206,747,3855,2157,1581946001,6570
207,207,861,1990,3499,1581568001,9780
208,208,820,2218,309668,1581380801,7800
209,209,845,2493,26444,1581758801,6120
210,210,61,3263,3643,1581316001,10830
211,211,289,3387,6217,1581539201,10530
212,212,998,2602,42924,1581748001,12300
213,213,604,3183,3457,1581589601,6120
214,214,742,2569,3633,1581276401,5220
215,215,732,4370,41136,1581323201,5490
216,216,238,2697,2461,1582183601,11040
217,217,34,26496,2599,1582046801,10650
218,218,345,4370,6467,1582180001,13410
219,219,31,27202,2162,1581431201,4620
220,220,39,3765,27243,1581539201,8550
221,221,536,3450,27219,1582237601,4620
222,222,350,3641,3632,1582471601,7440
223,223,90,5226,3847,1582648001,8040
224,224,30,27192,2088,1582464401,5520
225,225,324,4680,5544,1581294401,11130
226,226,297,4345,4610,1581305201,11760
227,227,455,5697,34954,1582403201,6450
228,228,887,4573,2601,1581517601,11040
229,229,865,3755,3497,1582057601,11160
230,230,619,3747,3620,1582540001,10530
231,231,48,299747,6507,1581553601,10470
232,232,251,2213,3150,1582446401,6720
233,233,611,16091,5631,1582532801,6000
234,234,715,5453,16091,1582288001,9660
235,235,517,4038,3845,1582072001,6810
236,236,70,4379,5079,1581272801,9240
237,237,116,4542,26434,1581661601,10710
238,238,284,27220,5598,1581658001,6450
239,239,436,3700,3438,1581625601,11010
240,240,587,324731,3928,1581434801,10470
241,241,848,3638,2434,1581557201,12780
242,242,673,3658,4859,1582518401,4590
243,243,166,3604,4542,1582266401,12480
244,244,389,26534,3005,1581899201,7980
245,245,801,3584,3567,1582486001,12300
246,246,377,3584,3664,1582590401,6360
247,247,554,3150,3420,1581359201,5010
248,248,254,26887,2783,1581629201,5490
249,249,758,4035,6507,1582162001,13350
250,250,415,3981,3876,1582518401,10080
251,251,822,6467,3907,1582331201,9030
252,252,826,4258,2608,1582129601,4110
253,253,568,6243,4610,1581661601,4470
254,254,204,5239,5026,1582090001,6810
255,255,499,5212,3568,1582349201,8070
256,256,415,42967,4710,1581870401,5580
257,257,827,3879,35145,1581694001,13620
258,258,749,6467,2417,1581341201,8910
259,259,276,4839,3435,1582241201,7740
260,260,832,3579,3887,1581553601,9600
261,261,440,26411,3670,1581373601,13920
262,262,382,6474,5867,1582536401,10710
263,263,184,4610,27212,1581924401,3900
264,264,321,4408,26755,1582637201,10920
265,265,445,3632,323315,1582482401,13200
266,266,598,6423,4155,1582072001,6660
267,267,433,5168,2488,1582147601,5940
268,268,811,27221,27218,1582489601,8430
269,269,327,6217,6423,1582489601,5580
270,270,783,2602,4636,1582558001,5910
271,271,923,2210,3568,1581697601,11280
272,272,429,3431,3594,1582158401,13560
273,273,470,3483,6104,1581582401,10260
274,274,187,3897,26610,1581866801,5190
275,275,822,3944,3852,1582208801,8610
276,276,725,3645,27218,1582158401,7380
277,277,716,4567,4293,1581946001,13770
278,278,638,3448,5627,1582651601,5190
279,279,752,3622,32672,1581643601,4200
280,280,749,3700,313262,1582489601,12090
281,281,662,2462,4565,1581485201,8610
282,282,511,2783,3408,1581380801,5160
283,283,295,4820,3951,1581665201,5370
284,284,351,2608,3681,1582316801,4470
285,285,288,4189,2669,1582356401,7920
286,286,501,5882,2459,1582097201,5310
287,287,85,5220,3467,1581503201,14280
288,288,613,6431,26404,1582252001,5400
289,289,211,3631,3751,1581438401,13080
290,290,428,3887,2418,1582266401,9870
291,291,7,4644,3755,1581460001,9690
292,292,724,2461,3260,1582486001,4860
293,293,701,3579,4859,1581773201,9510
294,294,194,3982,3695,1582104401,4110
295,295,374,1928,4372,1582050401,10920
296,296,553,3972,4189,1582518401,3600
297,297,315,3387,6440,1581380801,11850
298,298,545,4750,4644,1581701201,7770
299,299,791,5220,3569,1582399601,7530
300,300,689,6247,4958,1582673201,12750
301,301,452,1941,26392,1581604001,13860
302,302,68,4168,4806,1582014401,4350
303,303,639,4731,3863,1581852401,13080
304,304,285,27193,4713,1582579601,11700
305,305,646,3979,2975,1581744401,7860
306,306,392,4551,5974,1582403201,7380
307,307,813,26789,41136,1581596801,8340
308,308,858,2864,4490,1582255601,8340
309,309,149,2493,2894,1582666001,8550
310,310,938,331433,26434,1582183601,4140
311,311,452,2223,26789,1581596801,7830
312,312,310,5742,26394,1581625601,9450
313,313,215,3150,3227,1581938801,6000
314,314,797,3924,26534,1581686801,3600
315,315,95,3431,2638,1582180001,3930
316,316,85,4378,3664,1582471601,13350
317,317,971,5303,4732,1581676001,13380
318,318,232,6247,5023,1582064801,8280
319,319,411,5079,5882,1582360001,11700
320,320,799,4168,2223,1582536401,3840
321,321,276,4427,3924,1582032401,13500
322,322,796,2609,2429,1581917201,10980
323,323,130,26476,44093,1581704801,3720
324,324,964,3879,2050,1581640001,11250
325,325,597,4408,3751,1581686801,8520
326,326,225,3080,2301,1581730001,13590
327,327,661,331433,26708,1582536401,11520
328,328,841,5453,3670,1582522001,8970
329,329,78,42967,4156,1581539201,8790
330,330,55,6446,3528,1581874001,10140
331,331,967,4321,5639,1582331201,4170
332,332,500,2542,3711,1581553601,7500
333,333,189,5781,4354,1581470801,8040
334,334,369,4542,3868,1582216001,10470
335,335,297,4448,6217,1581841601,14370
336,336,742,3471,5204,1582032401,4140
337,337,841,5222,3715,1581877601,6990
338,338,447,42924,2625,1582579601,7500
339,339,405,5687,26708,1581989201,13470
340,340,761,3948,3406,1582482401,12420
341,341,815,3263,26589,1582576001,12180
342,342,309,35102,6476,1581632801,9570
343,343,493,3997,3099,1582381601,10500
344,344,787,3191,2450,1581532001,3720
345,345,898,26636,5576,1581348401,13110
346,346,868,4355,26887,1581733601,14370
347,347,294,2385,3497,1581845201,8550
348,348,370,3513,3852,1581917201,10530
349,349,24,3695,6193,1581388001,9690
350,350,914,3778,3747,1581625601,3840
351,351,734,2993,5026,1581474401,9630
352,352,894,2417,3150,1581676001,7260
353,353,63,3972,2389,1581647201,12120
354,354,377,26629,3980,1582626401,9330
355,355,523,32634,3711,1582057601,9120
356,356,2,26534,2530,1582144001,5220
357,357,577,4258,3441,1582298801,4980
358,358,791,3632,3863,1581654401,4770
359,359,222,3482,3768,1581564401,10110
360,360,448,3993,3930,1582457201,6840
361,361,326,5663,6426,1582370801,11070
362,362,972,2213,4820,1582385201,7980
363,363,346,2218,6501,1582147601,9810
364,364,39,2669,3463,1581550001,6090
365,365,794,2625,4155,1582324001,10560
366,366,957,2792,5882,1581316001,4050
367,367,205,2222,5510,1581798401,8370
368,368,72,2648,3213,1582468001,4890
369,369,380,2247,5872,1581510401,10770
370,370,247,3384,42924,1581996401,11520
371,371,58,3928,5872,1582342001,14070
372,372,205,3528,2975,1581917201,13860
373,373,291,4614,3862,1581560801,10170
374,374,523,41624,2563,1581971201,4590
375,375,912,308633,3928,1581647201,5520
376,376,312,4340,332096,1582590401,11970
377,377,679,3494,27189,1581686801,5880
378,378,580,5166,3755,1581744401,9960
379,379,554,6366,2387,1582414001,9360
380,380,182,4459,3066,1581802001,14250
381,381,722,4710,3862,1582522001,11250
382,382,858,26638,4434,1581503201,9120
383,383,384,330820,3898,1582316801,12690
384,384,916,27230,27225,1582100801,5880
385,385,227,4341,4490,1581636401,8190
386,386,757,4610,3605,1582219601,12690
387,387,648,3944,4378,1582061201,9480
388,388,786,5631,3747,1581564401,7440
389,389,189,3852,2212,1581787601,12510
390,390,591,2417,4168,1581892001,5730
391,391,8,2225,27201,1582554401,5490
392,392,430,4958,3795,1582154801,7800
393,393,680,4185,5166,1582381601,3600
394,394,977,2157,27066,1581391601,6870
395,395,193,325947,27194,1582374401,4800
396,396,659,2488,2542,1582334801,12210
397,397,264,6474,3981,1582032401,10050
398,398,532,3765,4533,1582363601,12870
399,399,949,3932,3463,1581344801,11700
400,400,130,330820,3471,1582201601,14070
401,401,803,300320,2212,1581438401,7110
402,402,76,4321,35102,1582684001,8490
403,403,895,3913,3260,1582547201,4650
404,404,398,4509,3417,1581352001,8760
405,405,405,4573,26434,1582183601,13260
406,406,853,3670,5226,1581564401,8640
407,407,453,3479,4411,1581424001,12690
408,408,701,5388,2157,1581762401,9990
409,409,974,5576,3913,1581784001,7740
410,410,823,3483,5528,1582176401,8640
411,411,426,3857,3602,1581906401,7770
412,412,992,3605,5631,1581744401,3960
413,413,640,4644,27195,1582428401,10590
414,414,168,3951,26674,1582583201,4740
415,415,879,3482,3981,1581906401,6870
416,416,949,26412,323315,1581686801,5910
417,417,318,302303,4434,1581586001,7980
418,418,771,2542,3431,1581362801,14070
419,419,358,4411,26392,1581704801,3720
420,420,213,5544,3584,1581532001,11700
421,421,735,2222,3483,1582201601,13440
422,422,951,3883,2162,1581985601,10380
423,423,590,4553,3754,1582648001,9510
424,424,928,27199,5239,1581643601,5460
425,425,86,3604,27228,1581834401,6450
426,426,919,3638,3898,1582460801,11970
427,427,137,5629,5183,1581791201,10800
428,428,399,326363,3926,1581388001,11250
429,429,785,2613,3595,1582129601,4980
430,430,932,4379,4386,1581247601,8070
431,431,38,26835,2894,1582572401,4500
432,432,443,3670,4038,1582388801,8550
433,433,861,3796,2225,1581938801,9780
434,434,379,4070,26404,1582284401,8340
435,435,701,2462,3186,1581841601,9300
436,436,408,3420,35141,1581874001,12240
437,437,818,3083,6440,1582039601,4200
438,438,227,4340,27218,1581618401,9780
439,439,943,2219,5023,1581982001,4740
440,440,520,26835,3631,1582597601,7350
441,441,260,2648,3847,1582046801,4800
442,442,541,35145,5910,1582244801,13320
443,443,866,4512,5689,1582082801,14310
444,444,952,3752,326363,1581888401,4890
445,445,491,3494,5656,1582439201,3780
446,446,806,2637,27230,1582108001,4440
447,447,935,3680,4951,1582601201,4530
448,448,871,3715,2766,1582316801,11280
449,449,647,3675,5872,1581726401,14160
450,450,163,6440,27119,1581643601,7020
451,451,732,35145,308273,1581956801,7500
452,452,854,3845,3171,1581902801,11280
453,453,441,30601,3005,1581719201,12930
454,454,334,4710,3451,1582309601,4530
455,455,191,4427,309298,1581971201,9630
456,456,481,3951,26434,1581982001,9420
457,457,470,27189,26411,1581974801,12960
458,458,875,26396,3631,1582046801,4110
459,459,789,6300,3451,1582230401,7140
460,460,677,3150,3918,1582280801,5100
461,461,570,30601,3479,1581269201,6630
462,462,520,4411,6455,1581938801,14250
463,463,803,5882,27219,1582666001,3810
464,464,122,41624,3431,1581989201,5100
465,465,906,3213,4750,1582597601,11880
466,466,108,3864,5197,1582424801,9570
467,467,362,2462,3490,1582050401,13470
468,468,823,3711,2492,1581496001,6330
469,469,171,4451,26697,1582579601,3960
470,470,445,3391,3471,1582424801,9870
471,471,116,2133,332096,1581478001,4710
472,472,703,5891,3422,1582511201,6390
473,473,353,4411,27228,1582079201,11700
474,474,15,2429,2487,1581251201,12390
475,475,330,3451,26874,1582536401,5760
476,476,528,1986,3406,1582273601,11070
477,477,499,3768,3645,1582453601,8850
478,478,281,5510,3925,1582252001,5010
479,479,408,3260,35145,1581643601,5880
480,480,968,3260,4710,1582396001,12810
481,481,738,44483,4060,1582388801,13110
482,482,260,4505,27242,1581251201,13800
483,483,110,26835,3451,1581704801,9150
484,484,487,3685,4340,1582237601,9960
485,485,555,4019,5897,1581503201,3900
486,486,303,3690,6300,1581809201,4320
487,487,798,2417,3588,1581690401,9930
488,488,82,4293,3368,1582518401,13320
489,489,307,6440,2050,1581953201,9540
490,490,291,6243,3897,1581586001,6240
491,491,928,2493,2301,1581877601,10350
492,492,254,4688,44483,1581388001,10380
493,493,47,26392,3237,1581737201,14160
494,494,960,302303,2050,1581377201,6300
495,495,911,3482,3921,1582601201,9960
496,496,619,4321,3766,1582468001,12270
497,497,203,3928,3562,1581960401,5550
498,498,988,2224,27221,1581456401,6810
499,499,555,4038,6426,1581618401,12480
500,500,469,3521,27229,1581967601,12420
501,501,642,3251,5306,1581892001,10560
502,502,807,5974,26404,1582226801,6450
503,503,778,3251,3567,1582046801,8310
504,504,838,35046,4251,1581380801,5640
505,505,474,5906,3490,1581388001,9480
506,506,395,1979,2421,1582244801,8430
507,507,703,326363,2450,1581744401,4380
508,508,962,4862,3481,1582183601,3750
509,509,400,3744,3993,1581935201,14070
510,510,362,3921,3213,1581830801,4950
511,511,684,16091,4341,1582525601,4620
512,512,227,5235,1840,1581589601,4230
513,513,563,6467,3620,1581251201,5100
514,514,178,27193,3441,1582090001,6090
515,515,128,3972,2459,1581985601,13950
516,516,333,3631,2475,1581290801,4890
517,517,65,26708,4610,1582334801,9000
518,518,416,3083,3183,1582478801,7980
519,519,530,2637,330820,1581856001,9390
520,520,155,2225,2213,1582619201,4020
521,521,241,5388,2421,1582208801,11580
522,522,294,2513,27202,1582349201,14010
523,523,640,2669,1990,1581654401,11220
524,524,877,1840,300320,1581542801,10530
525,525,684,2609,5433,1582172801,5790
526,526,472,3396,2301,1582216001,6870
527,527,343,3751,4553,1582565201,3810
528,528,401,3765,2133,1581341201,13680
529,529,850,3604,4332,1582198001,7110
530,530,587,3623,26636,1582356401,11160
531,531,888,6426,2488,1581366401,9900
532,532,393,3458,5576,1582363601,12450
533,533,602,324731,4189,1581384401,4020
534,534,725,1770,4979,1581463601,4740
535,535,956,300795,3478,1582568801,9000
536,536,341,3483,309298,1581474401,6690
537,537,829,6506,1928,1581301601,9780
538,538,605,4505,1941,1582428401,11220
539,539,821,4318,4820,1582010801,6750
540,540,903,3684,3981,1581913601,4500
541,541,758,1979,3620,1581971201,9660
542,542,272,27229,2637,1581902801,4680
543,543,781,5891,27242,1581604001,3960
544,544,394,3186,5212,1582450001,5520
545,545,834,2488,2492,1582234001,8790
546,546,856,3595,26819,1581647201,5280
547,547,421,26744,3972,1581827201,8880
548,548,801,5023,3080,1581989201,12270
549,549,470,3944,27223,1581265601,9240
550,550,656,4533,3981,1581618401,7380
551,551,743,3471,3709,1582428401,13440
552,552,99,3921,3751,1581265601,6990
553,553,512,3260,3982,1582604801,7020
554,554,195,26596,3879,1582036001,12390
555,555,581,6440,3700,1581787601,13560
556,556,990,5653,3157,1582478801,7920
557,557,801,26874,35046,1581996401,10140
558,558,534,3944,4368,1582615601,4500
559,559,317,27192,3584,1582648001,4830
560,560,295,3368,27217,1582306001,5880
561,561,59,27195,26636,1581874001,5040
562,562,789,3633,26618,1582262801,6780
563,563,885,5639,2155,1582558001,4530
564,564,483,3938,4567,1581308801,13620
565,565,950,3668,4355,1582313201,10470
566,566,375,2224,2908,1581445601,10320
567,567,737,4638,3481,1581769601,11310
568,568,297,4189,3441,1581424001,6390
569,569,363,4137,3191,1581823601,13140
570,570,380,3670,26476,1581560801,14340
571,571,318,3685,3887,1582468001,4170
572,572,327,2542,3457,1582475201,8730
573,573,480,6474,4745,1581380801,13800
574,574,46,27205,3993,1582651601,8460
575,575,766,6193,2462,1582194401,9060
576,576,56,3401,123,1582669601,5820
577,577,7,42924,26874,1582666001,7740
578,578,701,309298,3657,1581902801,9690
579,579,670,2758,3419,1582324001,8070
580,580,232,3926,3458,1581661601,9870
581,581,507,4553,6467,1581848801,13440
582,582,66,3640,6507,1582504001,9540
583,583,469,2050,2133,1581780401,11580
584,584,369,5294,3845,1582082801,13890
585,585,625,308633,3186,1581816401,12480
586,586,209,6426,4750,1582500401,14370
587,587,459,6501,3948,1581377201,7650
588,588,137,1840,27217,1582414001,7740
589,589,94,2387,4379,1582345601,4530
590,590,177,3657,3795,1581564401,6660
591,591,420,4512,3513,1581780401,4920
592,592,170,3632,27220,1582500401,4320
593,593,331,3588,41136,1581478001,14340
594,594,198,5536,27242,1581755201,6120
595,595,35,3898,3588,1581571601,13200
596,596,349,2998,3531,1581575201,9420
597,597,802,3770,308273,1582360001,13560
598,598,912,5974,27218,1581892001,8940
599,599,651,28118,3709,1581290801,9510
600,600,238,5906,3227,1581319601,6390
601,601,119,299738,3594,1581488801,8910
602,602,265,2864,331433,1582450001,12540
603,603,226,6467,3417,1582036001,13410
604,604,90,26744,3752,1582475201,13620
605,605,278,3183,44093,1582219601,4410
606,606,566,2210,3420,1581859601,9420
607,607,398,4573,3898,1581618401,8970
608,608,935,44483,4321,1581578801,11970
609,609,838,3765,3643,1582424801,13260
610,610,692,4189,4321,1581409601,5700
611,611,636,3457,27066,1582072001,9750
612,612,883,4434,1986,1581841601,8130
613,613,470,325947,2487,1581938801,13470
614,614,5,2301,3457,1581784001,11730
615,615,890,3515,27217,1582108001,14160
616,616,899,3392,5910,1582532801,12900
617,617,172,3595,2993,1581370001,10050
618,618,962,5433,308273,1582169201,7740
619,619,315,3396,4386,1581686801,13890
620,620,363,2419,4505,1582622801,10830
621,621,451,3892,4732,1581809201,10320
622,622,108,5294,26647,1581424001,7590
623,623,401,3755,26674,1581827201,6540
624,624,352,3898,2115,1581622001,13950
625,625,296,3623,2783,1581424001,11070
626,626,489,3408,4731,1582615601,7350
627,627,843,3751,3604,1581575201,11400
628,628,356,16091,4368,1581874001,11730
629,629,204,3755,6406,1582136801,4320
630,630,766,16091,2090,1581596801,4350
631,631,566,26751,5910,1581546401,11250
632,632,285,3584,309298,1581449201,6660
633,633,877,2601,27200,1581913601,9360
634,634,149,2475,4713,1581542801,13230
635,635,719,2638,5781,1581629201,13500
636,636,168,27199,3898,1582568801,5610
637,637,12,3751,3478,1582129601,10080
638,638,375,4155,4638,1582331201,10770
639,639,332,6455,3765,1582536401,5940
640,640,4,4370,5242,1582410401,11040
641,641,421,4251,27221,1581452801,4680
642,642,550,27119,3488,1581874001,3630
643,643,285,2542,2487,1581888401,14250
644,644,178,3979,2908,1582180001,7770
645,645,241,26534,3545,1581888401,7560
646,646,856,4156,42967,1581265601,9660
647,647,103,26378,2625,1581557201,10680
648,648,496,5544,27145,1582428401,6360
649,649,65,5026,26476,1581787601,8460
650,650,895,6519,27189,1581967601,6690
651,651,152,6384,3765,1581532001,5760
652,652,29,299747,3885,1582158401,3810
653,653,339,4226,4318,1581949601,12150
654,654,607,3744,3974,1582255601,7560
655,655,922,2225,5023,1582018001,13800
656,656,877,5079,323315,1581413201,10920
657,657,542,6506,2864,1582277201,14010
658,658,783,3709,3479,1582680401,9600
659,659,621,3924,5742,1581445601,5760
660,660,626,16091,27196,1582655201,12240
661,661,418,5566,3531,1582316801,8850
662,662,135,27196,3099,1581287201,14100
663,663,509,4456,2766,1582532801,6060
664,664,529,3932,4035,1581492401,7980
665,665,178,5906,3685,1582007201,11310
666,666,960,2125,2975,1581560801,4680
667,667,942,3206,26589,1581553601,12510
668,668,586,3948,4427,1582115201,10230
669,669,263,3251,2223,1582565201,8640
670,670,766,27066,26636,1582198001,13740
671,671,9,4427,27228,1582000001,4350
672,672,893,3981,6455,1582428401,5970
673,673,436,2301,2775,1581794801,10020
674,674,701,4490,3972,1581751601,7140
675,675,429,3610,5671,1582543601,4320
676,676,3,2444,4542,1582399601,9990
677,677,736,3183,26700,1581744401,9270
678,678,757,26700,35141,1581845201,4290
679,679,714,2448,3491,1581838001,5310
680,680,237,3568,1840,1581532001,7230
681,681,194,2638,6426,1582381601,9540
682,682,843,3982,27236,1582446401,5640
683,683,439,3709,3481,1581550001,9660
684,684,16,26589,3868,1582345601,7080
685,685,352,1840,27194,1581420401,5820
686,686,879,4528,3697,1581676001,6330
687,687,322,3602,4614,1581247601,11730
688,688,381,3419,2307,1581726401,7200
689,689,550,27189,4567,1582334801,8010
690,690,952,27229,3711,1581928001,11940
691,691,723,3948,3396,1582360001,12240
692,692,721,3641,27196,1582385201,4860
693,693,618,2418,30601,1581398801,5910
694,694,490,2783,3766,1582284401,10860
695,695,275,5302,4310,1581254801,3900
